brand,external_id,name,list_price,sale_price,discount_rate,is_deal,deal_signals,is_soldout,summary,product_url,image_url
라라스윗,246,라라스윗 저당 생요거트바,,27900,,N,,N,"칼로리는 가볍게, 성분은 착하게. 건강한 달콤함, 라라스윗 아이스크림",https://lalasweet.kr/product/detail.html?product_no=246,https://lalasweet.kr/web/product/big/202607/2bb75b989e367e5122f8b8ccd2ac3ba3.jpg
라라스윗,247,라라스윗 제로바,,27900,,N,,N,"칼로리는 가볍게, 성분은 착하게. 건강한 달콤함, 라라스윗 아이스크림",https://lalasweet.kr/product/detail.html?product_no=247,https://lalasweet.kr/web/product/big/202607/ef944ba37d196bf187a71b3918b6a9f6.jpg
라라스윗,249,라라스윗 저당 초코바,,20900,,N,,N,"칼로리는 가볍게, 성분은 착하게. 건강한 달콤함, 라라스윗 아이스크림",https://lalasweet.kr/product/detail.html?product_no=249,https://lalasweet.kr/web/product/big/202607/eb6d45c361e9733164e4a6387e4c511c.jpg
라라스윗,251,라라스윗 저당 모나카,,20900,,N,,N,"칼로리는 가볍게, 성분은 착하게. 건강한 달콤함, 라라스윗 아이스크림",https://lalasweet.kr/product/detail.html?product_no=251,https://lalasweet.kr/web/product/big/202607/2eb6534c462e81dd52e275e2ccda745e.jpg
라라스윗,175,라라스윗 저당 웨하스바,,14400,,N,,N,"칼로리는 가볍게, 성분은 착하게. 건강한 달콤함, 라라스윗 아이스크림",https://lalasweet.kr/product/detail.html?product_no=175,https://lalasweet.kr/web/product/big/202607/e577c2825f474069edab1fafbd987f00.jpg
라라스윗,240,라라스윗 저당 웨하스,,12900,,N,,N,"칼로리는 가볍게, 성분은 착하게. 건강한 달콤함, 라라스윗 아이스크림",https://lalasweet.kr/product/detail.html?product_no=240,https://lalasweet.kr/web/product/big/202607/7fb65d460a28f81252f46193759f5ce1.jpg
라라스윗,242,라라스윗 저당 콘스낵,,11900,,N,,N,"칼로리는 가볍게, 성분은 착하게. 건강한 달콤함, 라라스윗 아이스크림",https://lalasweet.kr/product/detail.html?product_no=242,https://lalasweet.kr/web/product/big/202607/69d03e379f4b36a12eade5a7c3bea678.jpg
눅담,2389,"단짠 최강 조합! 황치즈 에디션(마카롱,휘낭시에,쿠키) 1BOX🧀",22900,15000,34,Y,category|price_diff,N,"[8월 7일부터 순차 출고] 꾸덕함에 짭조름함을 더하다, 오직 황치즈만 모은 널담 라인업🧀",https://nuldam.com/product/detail.html?product_no=2389,https://cafe24.poxo.com/ec01/joinandjoin3/YepDBcpQi6F1EGuL9rzRwSOX6iBaegInadJOBqJjBl8mIPOKixffqoe/SEB3Y+EmfOLxV9OtXy9ki4TqHva87Q==/_/web/product/medium/202607/4226ec863fd038a9e64737467a6302df.png
눅담,2421,고단백 저당 천연 깜빠뉴 1개 (500g),22900,11900,48,Y,category|price_diff,N,이벤트 :: 올리브발사믹 비네그레트 1개 증정,https://nuldam.com/product/detail.html?product_no=2421,https://cafe24.poxo.com/ec01/joinandjoin3/YepDBcpQi6F1EGuL9rzRwSOX6iBaegInadJOBqJjBl8mIPOKixffqoe/SEB3Y+EmfOLxV9OtXy9ki4TqHva87Q==/_/web/product/medium/202608/a4abd055037bcda9a38c75ba8d70c201.png
눅담,2240,"고단백 저당 쫀득빵 7개 (3가지맛, 개당 85g)",27900,15900,43,Y,category|price_diff,N,📢 자사몰 단독 플레이버: 군옥수수맛 🌽,https://nuldam.com/product/detail.html?product_no=2240,https://cafe24.poxo.com/ec01/joinandjoin3/YepDBcpQi6F1EGuL9rzRwSOX6iBaegInadJOBqJjBl8mIPOKixffqoe/SEB3Y+EmfOLxV9OtXy9ki4TqHva87Q==/_/web/product/medium/202606/1b920b994655df2826416175090afd1f.png
눅담,617,"쫀득 뚱카롱 4구 2박스 (4종 택2, 개당 50g)",19600,11900,39,Y,category|price_diff,N,[락토오보] 🍎식이섬유 가득한 4.5cm 뚱카롱,https://nuldam.com/product/detail.html?product_no=617,https://cafe24.poxo.com/ec01/joinandjoin3/YepDBcpQi6F1EGuL9rzRwSOX6iBaegInadJOBqJjBl8mIPOKixffqoe/SEB3Y+EmfOLxV9OtXy9ki4TqHva87Q==/_/web/product/medium/202605/efcd63d5723790edc02d13d9d652fb0a.png
